OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completeness,completeness_judge,ref_id
"680",-7.40795284947,-42.9850656711,252176.731256,"110","169",BRA.PI,PiauΓ­,"0",BZE-PI,PiauΒ‘,BZE,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"665",-4.18918209033,-64.7190265504,1566066.00805,"153","154",BRA.AM,Amazonas,"0",BZN-AM,Amazonas,BZN,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"19",-24.2666682806,-69.5676669991,65937.3997514,"75","203",CHL.AN,Antofagasta,"0",CLN-AN,Antofagasta,CLN,"85","8",Southern America,CHL,Chile,"2","0","45"
"713",-23.4693972529,-69.1199155671,124545.063073,"3","1221",CHL.RAN,"RegiΓ³n de Antofagasta, Chile","0",CLN-AN,Antofagasta,CLN,"85","8",Southern America,CHL,Chile,"1","2","2385"
"819",21.6201255937,-79.0352254268,109977.74157,"547","310",CUB,Cuba,"1",CUB-OO,Cuba,CUB,"81","8",Southern America,CUB,Cuba,"2","2","91"
"1316",17.9716993865,-64.8027737055,362.160620471,"406","800",USA.VI,United States Virgin Islands,"1",LEE-VI,Virgin Is.,LEE,"81","8",Southern America,VIR,Virgin Islands (U.S.),"1","2","2350"
"646",12.1838282257,-68.2901468601,285.90412947,"38","141",BES.BON,Bonaire,"1",NLA-BO,Bonaire,NLA,"81","8",Southern America,ANT,Netherlands Antilles,"2","1","130"
"962",19.2728909252,-99.1287942996,1340.68364059,"352","452",MEX.DIF,Distrito Federal,"0",MXC-DF,Mexico Distrito Federal,MXC,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"284",19.3597508407,-99.6309879882,21629.1973441,"600","458",MEX.MEX,MΓ©xico,"0",MXC-ME,Mβxico State,MXC,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"543",17.0778428757,-61.7974498962,283.691438612,"183","36",ATG.AN,Antigua,"1",LEE-AB,Antigua-Barbuda,LEE,"81","8",Southern America,ATG,Antigua and Barbuda,"2","1","1"
"544",17.6340021554,-61.7966762426,151.252842569,"43","37",ATG.BA,Barbuda,"1",LEE-AB,Antigua-Barbuda,LEE,"81","8",Southern America,ATG,Antigua and Barbuda,"2","1","1"
"871",-53.0929514502,73.5169400367,360.538386297,"1","363",HMD.HI,Heard Island,"1",HMD-OO,Heard-McDonald Is.,HMD,"90","9",Antarctic,HMD,Heard Island and McDonald Islands,"3","2","44"
"546",-12.265762279,123.078300815,17.8360198213,"4","39",AUS.AR,Ashmore Reef,"1",WAU-AC,Ashmore-Cartier Is.,WAU,"50","5",Australasia,AUS,Australia,"2","2","66"
"909",30.1537804745,79.2133037865,53242.6897426,"181","400",IND.UTH,Uttaranchal,"0",WHM-UT,Uttaranchal,WHM,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"910",26.9158806511,80.5672804789,241862.985592,"171","401",IND.UTP,Uttar Pradesh,"0",IND-UP,Uttar Pradesh,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"956",25.9186401741,-112.042282826,71961.9564126,"162","924",MEX.BCS,Baja California Sur,"0",MXN-BS,Baja California Sur,MXN,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"1369",28.2896116963,-113.607759759,144612.379615,"317","446",MEX.BC,Baja California Peninsula,"0",000-08,Baja California Peninsula,MXN,"79","7",Northern America,MEX,Mexico,"3","1","48"
"1389",-12.8239914776,45.1439209442,371.423619576,"1","999",FRA.MAY,Mayotte,"1",COM-MA,Mayotte,COM,"29","2",Africa,MYT,Mayotte,"1","2","139"
"1400",3.37168093579,73.2521383766,140.457108653,"20","1001",MDV,Maldives,"1",MDV-OO,Maldives,MDV,"40","4",Asia-Tropical,MDV,Maldives,"1","2","139"
"1402",-1.55438594569,-71.4917860763,107462.795659,"30","1111",COL.AMA,"Department of Amazonas, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1404",4.68044302151,-69.4152022876,100754.833511,"24","1142",COL.VIC,"Department of Vichada, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1405",0.77600731614,-73.9860593701,90141.7851021,"27","1118",COL.CAQ,"Department of CaquetΓ‘, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1406",3.31878712338,-72.9661480055,85325.5674783,"60","1130",COL.MET,"Department of Meta, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1409",2.70987363159,-68.8239904672,68819.307443,"13","1125",COL.GUA,"Department of GuainΓ­a, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1412",6.91041669307,-75.5916971063,63163.0203612,"162","1112",COL.ANT,"Department of Antioquia, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1413",1.89760487582,-72.1267888112,55592.2102551,"18","1126",COL.GUV,"Department of Guaviare, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1414",0.60107212223,-70.5679998008,53242.2515318,"13","1141",COL.VAU,"Department of VaupΓ©s, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1416",5.98735732716,-76.9711185316,45230.1655677,"52","1122",COL.CHO,"Department of ChocΓ³, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1418",5.36855767808,-71.622889764,44621.9340473,"26","1119",COL.CAS,"Department of Casanare, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1425",-0.73270142836,-76.9043720742,33840.302599,"116","1157",ECU.NAP,"Department of Napo, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1427",1.56254760315,-77.8673882397,31952.2231118,"101","1131",COL.NAR,"Department of NariΓ±o, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1428",6.67539406755,-73.5150153634,30283.8737988,"115","1137",COL.SAN,"Department of Santander, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1429",-1.70752831744,-76.8732465365,29723.329054,"36","1158",ECU.PAS,"Department of Pastaza, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1430",2.38624019002,-76.8572483775,29163.7507039,"73","1120",COL.CAU,"Department of Cauca, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1431",8.71290746692,-74.5144571541,26034.5703753,"45","1115",COL.BOL,"Department of BolΓ­var, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1432",6.54783282825,-70.9546202842,25337.8420175,"20","1113",COL.ARA,"Department of Arauca, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1434",8.350557443,-75.7995984042,24920.8902466,"41","1123",COL.COR,"Department of CΓ³rdoba, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1435",4.76467035881,-74.1257222417,24448.6198572,"190","1124",COL.CUN,"Department of Cundinamarca, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1436",-2.56254928702,-78.0057505088,24054.8665308,"38","1156",ECU.MOR,"Department of Morona.Santiago, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1437",0.45125981177,-75.8776753,24034.9363351,"52","1133",COL.PUT,"Department of Putumayo, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1439",4.04415197125,-75.2661708622,23409.0655495,"91","1139",COL.TOL,"Department of Tolima, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1440",5.75953218789,-73.1217634694,23375.9636608,"120","1116",COL.BOY,"Department of BoyacΓ‘, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1441",9.51846203168,-73.5362646193,22917.2170069,"40","1121",COL.CES,"Department of Cesar, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1442",8.07747320589,-72.8893280005,22805.6643022,"58","1132",COL.NOR,"Department of Norte de Santander, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1444",3.8688554772,-76.5317450311,22001.9488441,"54","1140",COL.VAL,"Department of Valle del Cauca, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1445",10.1891182674,-74.2646526217,21546.6236049,"87","1129",COL.MAG,"Department of Magdalena, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1448",11.4565871519,-72.455167,21012.196134,"41","1128",COL.GUJ,"Department of La Guajira, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1449",-24.1649821196,-56.646779059,20887.9269045,"2","1176",PRY.SAN,"Department of San Pedro, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385"
"1450",2.53903899478,-75.6398868117,20301.1134597,"78","1127",COL.HUI,"Department of Huila, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1451",-2.12346509431,-80.0134694751,20143.0243603,"127","1151",ECU.GUA,"Department of Guayas, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1452",-0.75216503972,-80.1346407008,19333.5176251,"58","1155",ECU.MAN,"Department of ManabΓ­, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1453",-22.8387608748,-57.1193132692,18772.9342874,"1","1169",PRY.CON,"Department of ConceptiΓ³n, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385"
"1454",-0.01534098825,-76.5628746409,18045.2598299,"19","1160",ECU.SUC,"Department of SucumbΓ­os, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1459",-32.0393762624,-55.8070052821,15673.5072886,"1","1219",URY.TAC,"Department of TacuarembΓ³, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1460",0.71611741675,-79.2157364699,15538.363516,"63","1150",ECU.ESM,"Department of Esmeraldas, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1461",-24.2275723048,-55.2186060684,15031.96595,"1","1167",PRY.CAN,"Department of CanindeyΓΊ, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385"
"1463",-25.3880538843,-54.9532222314,14127.407181,"3","1163",PRY.ALT,"Department of Alto ParanΓ‘, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385"
"1464",-0.15303837609,-78.7810987127,13685.237492,"301","1159",ECU.PIC,"Department of Pichincha, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1465",-32.0325231742,-57.3794699926,13346.5597205,"5","1211",URY.PAY,"Department of PaysandΓΊ, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1466",-32.40241198,-54.3749164194,13186.9926989,"3","1203",URY.CER,"Department of Cerro Largo, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1467",-25.186728185,-55.8827311822,12902.3286413,"1","1165",PRY.CAG,"Department of CaaguazΓΊ, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385"
"1468",-22.8758077148,-56.062649511,12536.9810106,"1","1164",PRY.AMA,"Department of Amambay, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385"
"1469",-32.9353403471,-56.1079013883,12406.8952606,"2","1205",URY.DUR,"Department of Durazno, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1470",-33.8680570036,-55.0086885286,11519.2132096,"1","1208",URY.LAV,"Department of Lavelleja, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1471",-26.7599885605,-57.9024067171,11449.7726788,"3","1174",PRY.NEE,"Department of ΓeembucΓΊ, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385"
"1472",-4.08873967456,-79.6545513382,11108.6785561,"123","1153",ECU.LOJ,"Department of Loja, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1473",-33.9432173913,-54.0229585019,10885.8733043,"2","1214",URY.ROC,"Department of Rocha, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1474",9.06298149435,-75.122765619,10807.5383105,"16","1138",COL.SUC,"Department of Sucre, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1475",-33.7032774354,-55.9019424669,10728.9272238,"8","1207",URY.FLA,"Department of Florida, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1476",-4.16932060825,-78.9021559333,10581.5790682,"12","1162",ECU.ZAM,"Department of Zamora.Chinchipe, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1477",-31.6474950856,-55.0344094503,9792.02337103,"1","1213",URY.RIV,"Department of Rivera, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1479",-26.2348560172,-56.0589068618,9544.0147976,"1","1166",PRY.CAZ,"Department of CaazapΓ‘, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385"
"1482",-33.4778612499,-57.7643254117,8817.18819761,"4","1217",URY.SOR,"Department of Soriano, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1483",-32.7172568632,-57.4663688202,8812.75356081,"5","1212",URY.RIO,"Department of RΓ­o Negro, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1484",-26.0394267245,-57.1299272778,8719.09932826,"2","1175",PRY.PAR,"Department of ParaguarΓ­, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385"
"1485",-3.01380939018,-79.1464598558,8006.24374364,"121","1143",ECU.AZU,"Department of Azuay, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1486",5.33202802908,-75.338999118,7554.4311227,"68","1117",COL.CAL,"Department of Caldas, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1487",-1.34418467069,-79.4869341777,7224.2670878,"155","1154",ECU.RIO,"Department of Los.RΓ­os, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1488",-1.96847659877,-78.7159369316,6485.6577359,"99","1147",ECU.CHI,"Department of Chimborazo, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1489",-34.112193846,-57.6785388609,6361.95028689,"2","1204",URY.COL,"Department of Colonia, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1490",-0.86112605113,-78.8550448548,6011.48219956,"86","1148",ECU.COT,"Department of Cotopaxi, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1491",-3.50803630675,-79.8262305075,5817.06135754,"39","1149",ECU.ORO,"Department of El.Oro, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1492",-34.2739589198,-56.7456696057,5467.80442014,"3","1216",URY.SAN,"Department of San JosΓ©, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1494",-34.546991538,-54.8618690062,5079.08506902,"3","1209",URY.MAL,"Department of Maldonado, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1495",-34.5191627647,-55.9586914675,4852.64028632,"8","1202",URY.CAN,"Department of Canelones, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1496",-25.1918616258,-56.9458057149,4798.03087552,"3","1170",PRY.COR,"Department of Cordillera, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385"
"1497",0.40588163464,-78.3558581666,4793.90355031,"133","1152",ECU.IMB,"Department of Imbabura, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1499",10.7171216107,-74.9031763855,4415.24111552,"45","1114",COL.ATL,"Department of AtlΓ‘ntico, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1500",5.06808208193,-75.9214494926,4038.30094702,"47","1135",COL.RIS,"Department of Risaralda, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1501",-1.59053574527,-79.1023180913,3930.27066567,"65","1144",ECU.BOL,"Department of BolΓ­var, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1502",-25.8229880157,-56.2953976923,3824.32817989,"2","1171",PRY.GUA,"Department of GuairΓ‘, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385"
"1503",0.74040502982,-78.0486456658,3553.29105292,"73","1146",ECU.CAR,"Department of Carchi, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1504",-1.29086710914,-78.5047157366,3380.50693872,"151","1161",ECU.TUN,"Department of Tungurahua, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1505",-2.52945565035,-79.0244380128,3323.00029257,"55","1145",ECU.CAN,"Department of CaΓ±ar, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402"
"1506",-25.5348950285,-57.4936061547,2418.5384157,"4","1168",PRY.CEN,"Department of Central, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385"
"1507",4.47823350882,-75.6901825951,1730.56637558,"64","1134",COL.QUI,"Department of QuindΓ­o, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1508",-34.8258180563,-56.226730211,474.527509005,"14","1210",URY.MON,"Department of Montevideo, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385"
"1509",12.9518552331,-81.5231873268,52.3637328685,"33","1136",COL.SPS,"Department of San AndrΓ©s, Providencia y Santa Catalina, Colombia","1",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344"
"1510",-38.69563794,-72.2799324075,34415.7249987,"10","1228",CHL.RAR,"RegiΓ³n de La AraucanΓ­a, Chile","0",CLC-LA,La Araucania,CLC,"85","8",Southern America,CHL,Chile,"1","2","2385"
"1511",6.21331337584,-63.486329669,239937.849508,"52","1235",VEN.BOL,"State of BolΓ­var, Venezuela","0",VEN-OO,Venezuela,VEN,"82","8",Southern America,VEN,Venezuela (Bolivarian Republic of),"2","2","2390"
"1512",3.41241095035,-65.936888829,183048.343213,"36","1236",VEN.AMZ,"State of Amazonas, Venezuela","0",VEN-OO,Venezuela,VEN,"82","8",Southern America,VEN,Venezuela (Bolivarian Republic of),"2","2","2390"
"1513",8.75975375419,-61.3299421479,40024.2853773,"34","1237",VEN.AMC,"State of Delta Amacuro, Venezuela","0",VEN-OO,Venezuela,VEN,"82","8",Southern America,VEN,Venezuela (Bolivarian Republic of),"2","2","2390"
"1514",-17.2942248489,-61.4609874433,355513.510679,"396","1238",BOL.SCR,"Region de Santa Cruz, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394"
"1515",-13.856611537,-65.1538497647,219769.43631,"164","1239",BOL.BEN,"Region del Beni, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394"
"1516",-15.2230014019,-68.1255193973,131113.905252,"667","1240",BOL.LPA,"Region de La Paz, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394"
"1517",-20.538050434,-66.7266715509,119436.445571,"56","1241",BOL.POT,"Region de PotosΓ­, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394"
"1518",-11.0912582204,-67.3177183275,63449.0272949,"77","1242",BOL.PAN,"Region de Pando, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394"
"1519",-17.2321648402,-65.6329173216,54260.0728663,"346","1243",BOL.COC,"Region de Cochabamba, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394"
"1520",-18.6261856549,-67.6914076439,51674.9262629,"37","1244",BOL.ORU,"Region de Oruro, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394"
"1521",-20.0386605337,-64.2902396761,50870.5640067,"144","1245",BOL.CHU,"Region de Chuquisaca, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394"
"1522",-21.5925861012,-63.8830757039,37305.0968697,"135","1246",BOL.TAR,"Region de Tarija, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394"
"1523",53.904748825,47.9630718277,36840.8373706,"201","1247",RUS.UL,"Ulyanovsk Oblast, Russian Federation","0",RUC-OO,Central European Russia,RUC,"14","1",Europe,RUS,Russian Federation (the),"2","2","2392"
"1524",-21.9042389749,-61.0581687416,88569.0903681,"1","1248",PRY.BOQ,"BoquerΓ³n, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2397"
"1525",-20.5897684288,-59.4100090395,77727.6987062,"3","1249",PRY.ALP,"Alto Paraguay, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385"
"1526",-23.6127727629,-58.6859651084,73175.163872,"1","1250",PRY.HAY,"Presidente Hayes, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2397"
"1530",-46.9797800756,167.902646293,1618.92426135,"209","1258",NZL.STI,New Zealand Stewart Island,"1",NZS-OO,New Zealand South,NZS,"51","5",Australasia,NZL,New Zealand,"3","0","2400"
"1528",-38.5810744352,175.730479748,114432.43908,"1576","1256",NZL.NOI,New Zealand North Island,"1",NZN-OO,New Zealand North,NZN,"51","5",Australasia,NZL,New Zealand,"3","0","2400"
"1529",-43.9824509482,170.518768945,150795.961412,"1378","1257",NZL.SOI,New Zealand South Island (without Stewart Island etc.),"1",NZS-OO,New Zealand South,NZS,"51","5",Australasia,NZL,New Zealand,"3","0","2400"
"1531",38.2784102043,73.5364123292,38629.3521409,"11","1259",TJK.KUR,Kuram,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1532",37.4766224756,72.1552689137,9098.28131845,"10","1260",TJK.MOG,Mogoltausian,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1533",38.1121498316,69.5056269917,8781.24076624,"19","1261",TJK.PRI,Prisyrdarian,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1534",37.5484230337,68.3932119515,8317.3839482,"13","1262",TJK.TUA,Turkestanian A,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1535",39.3301368878,69.4639637645,7216.08558028,"13","1263",TJK.TUB,Turkestanian B,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1536",39.1780860126,71.3129778818,7114.52837264,"18","1264",TJK.ZEA,Zeravshanian A,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1537",38.0805775531,72.1058703064,6106.82727652,"17","1265",TJK.ZEB,Zeravshanian B,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1538",38.5241679348,70.2904009503,5545.91326034,"16","1266",TJK.ZEC,Zeravshanian C,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1539",40.3468700616,69.9799664126,5062.17178027,"20","1267",TJK.HDA,Hissaro-Darvasian A,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1540",39.2471043579,68.2107174756,4282.53996376,"10","1268",TJK.HDB,Hissaro-Darvasian B,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1541",39.0202645483,70.1337063602,4110.27017454,"11","1269",TJK.HDC,Hissaro-Darvasian C,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1542",38.3287082708,68.5842944919,4055.22879586,"10","1270",TJK.HDD,Hissaro-Darvasian D,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1543",39.75845901,69.0242080676,3824.73148733,"12","1271",TJK.HDE,Hissaro-Darvasian E,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1544",38.7651606191,71.4332754659,3733.26997267,"12","1272",TJK.HDF,Hissaro-Darvasian F,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1545",38.7799977281,68.6603636264,3713.73541183,"46","1273",TJK.STA,South Tajikistanian A,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1546",38.4300593648,71.8077194251,3581.54780636,"21","1274",TJK.STB,South Tajikistanian B,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
